---- START at 2025-08-11 00:28:17, Target=2557/2557 ----
[321/2557] GAXQIH_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=444.2s, Completed=1317/2557, ETA=2025-08-12 05:42:43
[311/2557] HEFDON_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1167.5s, Completed=1318/2557, ETA=2025-08-12 05:43:37
[281/2557] EBOBIJ_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=3043.4s, Completed=1319/2557, ETA=2025-08-12 05:44:54
[322/2557] EBIJAC_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=665.6s, Completed=1320/2557, ETA=2025-08-12 05:49:07
[308/2557] IDIWUN_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1765.4s, Completed=1321/2557, ETA=2025-08-12 05:50:00
[312/2557] HABCIZ_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1349.9s, Completed=1322/2557, ETA=2025-08-12 05:49:48
[244/2557] j.jssc.2015.08.048_mmc2_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=5463.9s, Completed=1323/2557, ETA=2025-08-12 05:49:56
[329/2557] EWUGEK_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=321.0s, Completed=1324/2557, ETA=2025-08-12 05:50:56
[301/2557] CIGXIA_manual_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2332.7s, Completed=1325/2557, ETA=2025-08-12 05:54:13
[313/2557] VIDJID_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1497.1s, Completed=1326/2557, ETA=2025-08-12 05:54:12
[326/2557] ALUKIC_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=611.8s, Completed=1327/2557, ETA=2025-08-12 05:54:04
[288/2557] BOVHEB_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=3170.2s, Completed=1328/2557, ETA=2025-08-12 05:54:19
[327/2557] HAFWIW_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=617.0s, Completed=1329/2557, ETA=2025-08-12 05:53:58
[325/2557] CAXTEC_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=726.3s, Completed=1330/2557, ETA=2025-08-12 05:53:42
[320/2557] CUVGOQ_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1338.4s, Completed=1331/2557, ETA=2025-08-12 06:03:05
[334/2557] EMAMUC_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=690.0s, Completed=1332/2557, ETA=2025-08-12 06:07:28
[323/2557] HAWVUY_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1317.3s, Completed=1333/2557, ETA=2025-08-12 06:08:59
[318/2557] FIJDIM01_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1890.3s, Completed=1334/2557, ETA=2025-08-12 06:11:26
[319/2557] ja510525s_si_002_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1794.9s, Completed=1335/2557, ETA=2025-08-12 06:12:55
[278/2557] JALLIU_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=4246.1s, Completed=1336/2557, ETA=2025-08-12 06:12:43
[331/2557] GASTIG_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1123.0s, Completed=1337/2557, ETA=2025-08-12 06:16:22
[307/2557] BIXXIR_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2980.0s, Completed=1338/2557, ETA=2025-08-12 06:17:45
[330/2557] c5nj01930c_c5nj01930c2_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1344.4s, Completed=1339/2557, ETA=2025-08-12 06:17:43
[324/2557] WARFAY03_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1759.6s, Completed=1340/2557, ETA=2025-08-12 06:20:16
[341/2557] FURSES_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1050.4s, Completed=1341/2557, ETA=2025-08-12 06:21:32
[342/2557] FIDRIV_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=768.8s, Completed=1342/2557, ETA=2025-08-12 06:21:53
[339/2557] BUKRUW02_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1224.5s, Completed=1343/2557, ETA=2025-08-12 06:25:37
[337/2557] REXGAE_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1412.5s, Completed=1344/2557, ETA=2025-08-12 06:29:56
[345/2557] BIQVII_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=840.1s, Completed=1345/2557, ETA=2025-08-12 06:32:22
[344/2557] EZIVAM_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1042.5s, Completed=1346/2557, ETA=2025-08-12 06:35:18
[340/2557] WARXUL_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1617.6s, Completed=1347/2557, ETA=2025-08-12 06:36:06
[282/2557] ODIXIK_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=5173.0s, Completed=1348/2557, ETA=2025-08-12 06:38:05
[335/2557] DOFTOJ_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1975.8s, Completed=1349/2557, ETA=2025-08-12 06:40:52
[352/2557] cm501138g_si_010_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=759.9s, Completed=1350/2557, ETA=2025-08-12 06:40:50
[273/2557] LAPLOG01_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=5660.4s, Completed=1351/2557, ETA=2025-08-12 06:40:40
[227/2557] RUBTAK04_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=8582.9s, Completed=1352/2557, ETA=2025-08-12 06:40:25
[351/2557] HUWPIA_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=868.5s, Completed=1353/2557, ETA=2025-08-12 06:40:53
[336/2557] FIZPOV_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1992.0s, Completed=1354/2557, ETA=2025-08-12 06:42:26
[328/2557] ja102862j_si_005_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2481.2s, Completed=1355/2557, ETA=2025-08-12 06:42:07
[346/2557] DALVIY_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1337.5s, Completed=1356/2557, ETA=2025-08-12 06:44:12
[357/2557] ALEJIM_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=457.7s, Completed=1357/2557, ETA=2025-08-12 06:43:52
[226/2557] HANKOY_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=8814.5s, Completed=1358/2557, ETA=2025-08-12 06:44:12
[349/2557] DEYJOI_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1203.7s, Completed=1359/2557, ETA=2025-08-12 06:44:41
[256/2557] ZEVYAC_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=6993.3s, Completed=1360/2557, ETA=2025-08-12 06:46:53
[338/2557] DIYTEM_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2327.3s, Completed=1361/2557, ETA=2025-08-12 06:50:03
[332/2557] XEKJON_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2553.3s, Completed=1362/2557, ETA=2025-08-12 06:49:40
[356/2557] FOFTUR_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=880.6s, Completed=1363/2557, ETA=2025-08-12 06:50:28
[350/2557] acs.inorgchem.6b02407_ic6b02407_si_002_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1572.1s, Completed=1364/2557, ETA=2025-08-12 06:54:01
[305/2557] ERALIU_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=4706.5s, Completed=1365/2557, ETA=2025-08-12 06:54:18
[358/2557] CADQAB_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=981.0s, Completed=1366/2557, ETA=2025-08-12 06:56:43
[365/2557] IGUVIR01_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=696.3s, Completed=1367/2557, ETA=2025-08-12 06:57:15
[333/2557] ic101935f_si_002_auto_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2907.4s, Completed=1368/2557, ETA=2025-08-12 06:57:47
[364/2557] IGETUL_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=890.2s, Completed=1369/2557, ETA=2025-08-12 07:00:09
[367/2557] UMOYOM02_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=778.4s, Completed=1370/2557, ETA=2025-08-12 07:00:59
[366/2557] BORBEQ_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1011.2s, Completed=1371/2557, ETA=2025-08-12 07:05:06
[375/2557] cg500192d_si_003_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=552.8s, Completed=1372/2557, ETA=2025-08-12 07:06:54
[355/2557] IPIVOT_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1783.3s, Completed=1373/2557, ETA=2025-08-12 07:10:15
[370/2557] ELIKOA_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1172.8s, Completed=1374/2557, ETA=2025-08-12 07:13:08
[372/2557] ANEHEI_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=991.2s, Completed=1375/2557, ETA=2025-08-12 07:13:19
[377/2557] IHIMAP_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=696.7s, Completed=1376/2557, ETA=2025-08-12 07:12:56
[369/2557] FEJDII01_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1235.9s, Completed=1377/2557, ETA=2025-08-12 07:12:25
[314/2557] QAVPOU_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=4808.2s, Completed=1378/2557, ETA=2025-08-12 07:12:33
[383/2557] ENCDBZ_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=477.3s, Completed=1379/2557, ETA=2025-08-12 07:17:51
[363/2557] ENISUQ_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1679.1s, Completed=1380/2557, ETA=2025-08-12 07:17:37
[381/2557] FEVSAC_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=789.2s, Completed=1381/2557, ETA=2025-08-12 07:19:26
[378/2557] IVUVIG_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1007.5s, Completed=1382/2557, ETA=2025-08-12 07:20:18
[391/2557] BEXRAY_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=204.5s, Completed=1383/2557, ETA=2025-08-12 07:22:16
[376/2557] DUYRIZ_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1255.0s, Completed=1384/2557, ETA=2025-08-12 07:22:50
[360/2557] HUWSUN_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1966.3s, Completed=1385/2557, ETA=2025-08-12 07:22:35
[317/2557] ic9002115_si_001_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=5225.3s, Completed=1386/2557, ETA=2025-08-12 07:23:17
[359/2557] ja302110d_si_001_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2157.1s, Completed=1387/2557, ETA=2025-08-12 07:24:07
[343/2557] EQUNIP_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=3425.0s, Completed=1388/2557, ETA=2025-08-12 07:24:49
[396/2557] DUQSEO_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=338.9s, Completed=1389/2557, ETA=2025-08-12 07:30:47
[398/2557] IYODAD_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=337.6s, Completed=1390/2557, ETA=2025-08-12 07:32:49
[373/2557] FOSTUE_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1902.7s, Completed=1391/2557, ETA=2025-08-12 07:32:42
[386/2557] AFOVEX_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=941.4s, Completed=1392/2557, ETA=2025-08-12 07:32:55
[390/2557] HICZIE_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=817.6s, Completed=1393/2557, ETA=2025-08-12 07:35:13
[392/2557] AWEZOS01_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=845.5s, Completed=1394/2557, ETA=2025-08-12 07:38:10
[387/2557] AMOYOR_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1202.7s, Completed=1395/2557, ETA=2025-08-12 07:39:24
[361/2557] DUNXUH21_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2734.7s, Completed=1396/2557, ETA=2025-08-12 07:40:30
[389/2557] FIRMUQ_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1247.5s, Completed=1397/2557, ETA=2025-08-12 07:40:21
[379/2557] CUNWEO_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1987.9s, Completed=1398/2557, ETA=2025-08-12 07:42:30
[347/2557] DUSHEG_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=4073.5s, Completed=1399/2557, ETA=2025-08-12 07:45:31
[382/2557] INIRII_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1870.6s, Completed=1400/2557, ETA=2025-08-12 07:46:34
[393/2557] ECODIK_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1501.7s, Completed=1401/2557, ETA=2025-08-12 07:55:38
[399/2557] ic5011133_si_004_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1332.2s, Completed=1402/2557, ETA=2025-08-12 07:57:39
[388/2557] FALROB_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2095.7s, Completed=1403/2557, ETA=2025-08-12 08:02:06
[395/2557] WAFKIY_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1658.0s, Completed=1404/2557, ETA=2025-08-12 08:02:16
[411/2557] HEBKEG_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=620.3s, Completed=1405/2557, ETA=2025-08-12 08:02:34
[353/2557] GEZYUH_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=4409.1s, Completed=1406/2557, ETA=2025-08-12 08:03:28
[401/2557] DADNOO_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1660.1s, Completed=1407/2557, ETA=2025-08-12 08:13:44
[362/2557] KUHZET_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=4034.1s, Completed=1408/2557, ETA=2025-08-12 08:13:31
[409/2557] HUWLUI_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1274.2s, Completed=1409/2557, ETA=2025-08-12 08:14:55
[406/2557] CIWZIT_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1601.6s, Completed=1410/2557, ETA=2025-08-12 08:19:29
[420/2557] HATZOS_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=247.0s, Completed=1411/2557, ETA=2025-08-12 08:21:13
[408/2557] FEBPUY_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1667.7s, Completed=1412/2557, ETA=2025-08-12 08:22:22
[371/2557] DOTFOJ_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=4109.5s, Completed=1413/2557, ETA=2025-08-12 08:23:29
[410/2557] ESURER_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1531.1s, Completed=1414/2557, ETA=2025-08-12 08:23:19
[404/2557] LOZSUQ_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2038.9s, Completed=1415/2557, ETA=2025-08-12 08:24:33
[400/2557] HUGTOT_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2293.2s, Completed=1416/2557, ETA=2025-08-12 08:25:04
[374/2557] DAKVUI_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=4122.4s, Completed=1417/2557, ETA=2025-08-12 08:26:32
[415/2557] OCINAS_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1114.2s, Completed=1418/2557, ETA=2025-08-12 08:27:48
[424/2557] IZUMUM_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=531.4s, Completed=1419/2557, ETA=2025-08-12 08:35:58
[422/2557] FABGUM_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=682.6s, Completed=1420/2557, ETA=2025-08-12 08:36:29
[413/2557] ASECUY_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1657.6s, Completed=1421/2557, ETA=2025-08-12 08:36:40
[394/2557] COCMAJ_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=3343.5s, Completed=1422/2557, ETA=2025-08-12 08:41:30
[407/2557] AVEMAQ_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2647.6s, Completed=1423/2557, ETA=2025-08-12 08:44:56
[416/2557] ADASIJ_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1759.3s, Completed=1424/2557, ETA=2025-08-12 08:44:29
[431/2557] YAHWAI_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=407.0s, Completed=1425/2557, ETA=2025-08-12 08:45:43
[427/2557] QITHAC_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=882.4s, Completed=1426/2557, ETA=2025-08-12 08:45:38
[405/2557] ZADREE_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2845.7s, Completed=1427/2557, ETA=2025-08-12 08:45:07
[417/2557] CUWNOZ_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1853.5s, Completed=1428/2557, ETA=2025-08-12 08:46:23
[437/2557] BAFHAU_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=161.1s, Completed=1429/2557, ETA=2025-08-12 08:48:39
[419/2557] IQEKUM_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1714.4s, Completed=1430/2557, ETA=2025-08-12 08:52:03
[421/2557] AMIMEP_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1588.0s, Completed=1431/2557, ETA=2025-08-12 08:54:43
[435/2557] EDECOG_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=701.0s, Completed=1432/2557, ETA=2025-08-12 09:00:37
[412/2557] GEGGIK_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2770.5s, Completed=1433/2557, ETA=2025-08-12 09:00:13
[434/2557] c6dt04165e_c6dt04165e2_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=759.9s, Completed=1434/2557, ETA=2025-08-12 09:01:02
[432/2557] QITHEG_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1087.5s, Completed=1435/2557, ETA=2025-08-12 09:00:47
[438/2557] jacs.6b01345_ja6b01345_si_001_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=731.5s, Completed=1436/2557, ETA=2025-08-12 09:01:31
[425/2557] DONKOI_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1715.4s, Completed=1437/2557, ETA=2025-08-12 09:00:58
[418/2557] c5nj02236c_c5nj02236c2_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2225.4s, Completed=1438/2557, ETA=2025-08-12 09:02:06
[439/2557] GITPIK_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=842.3s, Completed=1439/2557, ETA=2025-08-12 09:04:50
[433/2557] SAPHOI_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1476.5s, Completed=1440/2557, ETA=2025-08-12 09:14:40
[443/2557] IWOSAP_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=642.4s, Completed=1441/2557, ETA=2025-08-12 09:14:14
[446/2557] CUTBEA_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=598.0s, Completed=1442/2557, ETA=2025-08-12 09:14:16
[428/2557] FIJZEE_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2163.0s, Completed=1443/2557, ETA=2025-08-12 09:15:29
[448/2557] ja507971r_si_004_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=827.4s, Completed=1444/2557, ETA=2025-08-12 09:21:12
[384/2557] cm500700z_si_003_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=5703.0s, Completed=1445/2557, ETA=2025-08-12 09:20:57
[403/2557] FUVDEH01_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=4701.4s, Completed=1446/2557, ETA=2025-08-12 09:22:32
[426/2557] AHIYOH_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2590.5s, Completed=1447/2557, ETA=2025-08-12 09:22:33
[380/2557] IZENIM_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=6211.0s, Completed=1448/2557, ETA=2025-08-12 09:22:27
[450/2557] BUBTUP_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=818.3s, Completed=1449/2557, ETA=2025-08-12 09:22:55
[1/2557] IMUVES_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=30223.7s, Completed=1450/2557, ETA=2025-08-12 09:26:13
[430/2557] FERVEF_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2443.2s, Completed=1451/2557, ETA=2025-08-12 09:29:14
[440/2557] FIHHUB_SL_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2071.1s, Completed=1452/2557, ETA=2025-08-12 09:35:58
[449/2557] XUDVAV_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1442.3s, Completed=1453/2557, ETA=2025-08-12 09:35:29
[453/2557] CUWZIF_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1075.7s, Completed=1454/2557, ETA=2025-08-12 09:38:34
[452/2557] ICAGOK_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1169.3s, Completed=1455/2557, ETA=2025-08-12 09:40:03
[444/2557] IXEJOL_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1810.2s, Completed=1456/2557, ETA=2025-08-12 09:39:35
[460/2557] GIQYAH_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=733.1s, Completed=1457/2557, ETA=2025-08-12 09:39:30
[456/2557] BAKJEE_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=940.5s, Completed=1458/2557, ETA=2025-08-12 09:40:34
[442/2557] TAZLEN_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2120.2s, Completed=1459/2557, ETA=2025-08-12 09:40:13
[455/2557] ARAFEF_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1021.9s, Completed=1460/2557, ETA=2025-08-12 09:41:21
[436/2557] PUCKUV_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2625.2s, Completed=1461/2557, ETA=2025-08-12 09:41:24
[451/2557] FATKOC_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1349.9s, Completed=1462/2557, ETA=2025-08-12 09:40:49
[441/2557] OVUNIE_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2355.0s, Completed=1463/2557, ETA=2025-08-12 09:41:23
[462/2557] GUBVUU_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=726.8s, Completed=1464/2557, ETA=2025-08-12 09:42:29
[454/2557] IGITOJ_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1389.4s, Completed=1465/2557, ETA=2025-08-12 09:42:44
[397/2557] HUHBUJ_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=6406.9s, Completed=1466/2557, ETA=2025-08-12 09:47:46
[402/2557] IZENEI_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=6175.8s, Completed=1467/2557, ETA=2025-08-12 09:51:58
[423/2557] IFEPUG03_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=4157.0s, Completed=1468/2557, ETA=2025-08-12 09:51:36
[458/2557] GAFRUD_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1546.0s, Completed=1469/2557, ETA=2025-08-12 09:54:10
[470/2557] cm503311x_aloh475K_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=745.6s, Completed=1470/2557, ETA=2025-08-12 09:55:04
[368/2557] HANKIS_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=8552.7s, Completed=1471/2557, ETA=2025-08-12 09:55:23
[479/2557] QOGPIM_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=199.2s, Completed=1472/2557, ETA=2025-08-12 09:54:53
[445/2557] FEGNIQ_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2760.3s, Completed=1473/2557, ETA=2025-08-12 09:58:02
[464/2557] IXOFUX_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1240.0s, Completed=1474/2557, ETA=2025-08-12 09:58:33
[484/2557] IYUQEZ_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=210.4s, Completed=1475/2557, ETA=2025-08-12 10:02:52
[468/2557] LUTZEH_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1259.6s, Completed=1476/2557, ETA=2025-08-12 10:04:16
[481/2557] VUHNAP_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=460.5s, Completed=1477/2557, ETA=2025-08-12 10:04:01
[483/2557] RUDQOX_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=443.9s, Completed=1478/2557, ETA=2025-08-12 10:03:57
[478/2557] EMOHIZ_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=670.9s, Completed=1479/2557, ETA=2025-08-12 10:03:53
[477/2557] FECCIZ_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=855.6s, Completed=1480/2557, ETA=2025-08-12 10:03:48
[459/2557] FAVFUG_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2134.0s, Completed=1481/2557, ETA=2025-08-12 10:04:09
[348/2557] KEVBIY_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=10286.8s, Completed=1482/2557, ETA=2025-08-12 10:03:51
[485/2557] AVILEY_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=387.4s, Completed=1483/2557, ETA=2025-08-12 10:04:06
[467/2557] PUBSEL_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1576.6s, Completed=1484/2557, ETA=2025-08-12 10:07:51
[295/2557] ROKROA_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=14062.0s, Completed=1485/2557, ETA=2025-08-12 10:07:23
[476/2557] GAYFUJ_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1369.9s, Completed=1486/2557, ETA=2025-08-12 10:09:14
[457/2557] jacs.6b02030_ja6b02030_si_002_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2524.3s, Completed=1487/2557, ETA=2025-08-12 10:10:29
[475/2557] EWUTEW_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1535.9s, Completed=1488/2557, ETA=2025-08-12 10:11:53
[463/2557] FIFMOX_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2031.0s, Completed=1489/2557, ETA=2025-08-12 10:11:47
[474/2557] HOHMEX_manual_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1774.4s, Completed=1490/2557, ETA=2025-08-12 10:15:46
[500/2557] c6ce00407e_c6ce00407e9_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=168.0s, Completed=1491/2557, ETA=2025-08-12 10:15:20
[497/2557] EXEMUR_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=375.9s, Completed=1492/2557, ETA=2025-08-12 10:16:13
[482/2557] ETUXEW_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1184.8s, Completed=1493/2557, ETA=2025-08-12 10:15:41
[447/2557] OYAKAC02_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=3872.6s, Completed=1494/2557, ETA=2025-08-12 10:18:27
[466/2557] YOYYUI_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2350.6s, Completed=1495/2557, ETA=2025-08-12 10:22:55
[491/2557] COTVOY_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1085.2s, Completed=1496/2557, ETA=2025-08-12 10:24:49
